nombre campaña,fecha inicio,fecha fin,inversión,retorno inversión,tipo,audiencia target,canal,ratio conversión,facturación,duración días,categoría duración,beneficio neto,campaña exitosa,categoría inversión,categoría beneficio
Decentralized multimedia open architecture,2023-04-25,2024-07-24,"49.206,43","0,15",webinar,B2B,promotion,"0,18","33.048,36",456.0,larga,"-16.158,07",No,medio,bajo
Optional responsive approach,2023-06-23,2023-08-15,"96.511,42","0,00",email,B2C,referral,"0,40","526.682,95",53.0,corta,"430.171,53",Sí,alto,medio
Programmable fault-tolerant intranet,2022-10-01,2024-02-17,"47.198,52","0,80",email,B2B,paid,"0,00","294.588,36",504.0,larga,"247.389,84",Sí,medio,bajo
Multi-tiered stable focus group,2023-05-07,2024-07-03,"36.050,73","0,58",email,B2B,paid,"0,88","529.761,70",423.0,media,"493.710,97",Sí,medio,medio
Diverse even-keeled customer loyalty,2023-05-03,2023-09-21,"92.591,26","0,56",webinar,B2B,organic,"0,75","416.169,00",141.0,corta,"323.577,74",Sí,alto,bajo
Inverse neutral strategy,2023-07-28,2023-08-19,"21.426,33","0,91",email,B2C,referral,"0,21","198.577,84",22.0,corta,"177.151,51",Sí,bajo,bajo
Intuitive foreground access,2023-06-12,2023-12-05,"43.491,12","0,13",podcast,B2B,paid,"0,49","242.866,77",176.0,corta,"199.375,65",Sí,medio,bajo
Universal 24/7 strategy,2022-12-18,2023-12-22,"85.026,27","0,17",webinar,B2C,paid,"0,78","37.752,49",369.0,media,"-47.273,78",No,alto,bajo
Managed well-modulated artificial intelligence,2023-04-07,2024-07-27,"70.113,41","0,66",webinar,B2B,organic,"0,15","576.877,42",477.0,larga,"506.764,01",Sí,alto,medio
Inverse dynamic flexibility,2023-07-26,2024-06-17,"19.497,93","0,98",email,B2B,organic,"0,44","554.696,15",327.0,media,"535.198,22",Sí,bajo,medio
Optional context-sensitive standardization,2023-02-25,2024-03-06,"68.805,20","0,17",webinar,B2C,organic,"0,43","832.986,82",375.0,media,"764.181,62",Sí,alto,alto
Organized fault-tolerant forecast,2023-01-29,2023-12-20,"86.544,19","0,61",email,B2C,paid,"0,89","470.646,48",325.0,media,"384.102,29",Sí,alto,medio
Multi-layered neutral capacity,2023-02-26,2024-01-31,"55.609,69","0,78",webinar,B2C,promotion,"0,35","338.956,86",339.0,media,"283.347,17",Sí,medio,bajo
Re-engineered 6thgeneration access,2022-09-20,2023-10-06,"46.919,95","0,50",podcast,B2C,promotion,"0,72","482.058,25",381.0,media,"435.138,30",Sí,medio,medio
Inverse context-sensitive middleware,2023-06-18,2023-08-06,"12.991,78","0,91",social media,B2B,referral,"0,81","50.038,34",49.0,corta,"37.046,56",Sí,bajo,bajo
Multi-lateral cohesive access,2022-12-12,2023-10-09,"88.842,63","0,32",webinar,B2C,paid,"0,97","743.450,84",301.0,media,"654.608,21",Sí,alto,alto
Seamless asymmetric core,2023-03-02,2023-08-24,"88.036,35","0,55",email,B2C,paid,"0,96","372.199,48",175.0,corta,"284.163,13",Sí,alto,bajo
Automated tangible frame,2022-12-17,2024-01-19,"90.591,66","0,68",podcast,B2B,promotion,"0,54","701.988,40",398.0,media,"611.396,74",Sí,alto,alto
Centralized modular Graphical User Interface,2023-05-13,2024-04-11,"90.434,18","0,53",email,B2C,paid,"0,48","298.831,91",334.0,media,"208.397,73",Sí,alto,bajo
Organic actuating firmware,2023-07-07,2023-10-03,"38.665,10","0,14",email,B2B,paid,"0,29","74.042,78",88.0,corta,"35.377,68",Sí,medio,bajo
Organized demand-driven parallelism,2022-10-17,2024-06-09,"21.791,46","0,82",webinar,B2B,promotion,"0,87","933.125,94",601.0,larga,"911.334,48",Sí,bajo,alto
Enterprise-wide intangible concept,2022-11-16,2023-08-26,"56.663,23","0,66",social media,B2B,referral,"0,00","974.349,50",283.0,media,"917.686,27",Sí,medio,alto
Re-contextualized 24/7 policy,2023-05-19,2023-09-12,"5.057,31","0,31",webinar,B2C,paid,"0,89","725.945,11",116.0,corta,"720.887,80",Sí,bajo,alto
Virtual client-driven benchmark,2023-05-09,2024-02-02,"77.036,39","0,78",webinar,B2B,paid,"0,95","250.572,82",269.0,corta,"173.536,43",Sí,alto,bajo
Digitized value-added access,2023-05-03,2023-12-21,"37.988,85","0,48",podcast,B2C,promotion,"0,34","805.684,20",232.0,corta,"767.695,35",Sí,medio,alto
Streamlined bifurcated extranet,2022-09-28,2024-06-06,"36.751,10","0,74",webinar,B2B,promotion,"0,47","51.103,46",617.0,larga,"14.352,36",Sí,medio,bajo
Re-engineered heuristic conglomeration,2022-11-13,2024-01-25,"49.256,50","0,17",podcast,B2C,paid,"0,87","311.979,25",438.0,media,"262.722,75",Sí,medio,bajo
Adaptive empowering contingency,2023-03-27,2024-03-04,"31.145,23","0,54",webinar,B2B,referral,"0,80","34.167,86",343.0,media,"3.022,63",Sí,bajo,bajo
Balanced national firmware,2022-08-31,2023-11-17,"41.188,16","0,90",social media,B2B,referral,"0,68","811.151,68",443.0,media,"769.963,52",Sí,medio,alto
Re-engineered neutral concept,2022-10-18,2024-01-13,"41.672,13","0,57",social media,B2C,promotion,"0,20","262.019,80",452.0,media,"220.347,67",Sí,medio,bajo
User-friendly encompassing functionalities,2023-02-03,2024-07-18,"80.301,86","0,43",podcast,B2B,promotion,"0,73","77.385,32",531.0,larga,"-2.916,54",No,alto,bajo
Enhanced bifurcated solution,2022-10-30,2023-09-09,"10.618,97","0,87",webinar,B2B,promotion,"0,92","704.819,76",314.0,media,"694.200,79",Sí,bajo,alto
Monitored regional complexity,2022-11-02,2023-11-20,"76.690,16","0,39",webinar,B2B,paid,"0,56","227.037,77",383.0,media,"150.347,61",Sí,alto,bajo
Persistent incremental neural-net,2022-08-15,2024-05-06,"43.349,83","0,34",podcast,B2C,paid,"0,68","255.076,72",630.0,larga,"211.726,89",Sí,medio,bajo
Cross-platform client-server circuit,2023-04-19,2024-02-22,"67.118,97","0,90",webinar,B2B,promotion,"0,53","382.745,39",309.0,media,"315.626,42",Sí,alto,bajo
Customizable clear-thinking adapter,2023-07-22,2024-04-30,"74.856,71","0,43",podcast,B2B,referral,"0,99","266.833,31",283.0,media,"191.976,60",Sí,alto,bajo
Up-sized multi-state database,2023-06-17,2024-02-08,"99.343,38","0,60",podcast,B2B,paid,"0,96","466.268,52",236.0,corta,"366.925,14",Sí,alto,medio
Object-based didactic intranet,2023-07-21,2024-06-17,"6.430,70","0,64",social media,B2B,paid,"0,46","986.258,10",332.0,media,"979.827,40",Sí,bajo,alto
Multi-lateral tangible framework,2022-10-05,2023-10-03,"99.248,28","0,31",social media,B2B,organic,"0,32","541.733,65",363.0,media,"442.485,37",Sí,alto,medio
Profound multimedia framework,2022-11-04,2024-05-28,"7.954,20","0,98",webinar,B2B,paid,"0,81","604.761,26",571.0,larga,"596.807,06",Sí,bajo,alto
Object-based intermediate attitude,2022-11-05,2024-02-17,"2.698,11","0,56",social media,B2B,paid,"0,17","876.092,32",469.0,larga,"873.394,21",Sí,bajo,alto
Horizontal maximized moderator,2023-01-15,2024-05-03,"57.491,61","0,15",webinar,B2C,promotion,"0,86","220.710,44",474.0,larga,"163.218,83",Sí,medio,bajo
Innovative intangible complexity,2022-09-03,2024-03-04,"19.992,62","0,46",social media,B2C,referral,"0,62","910.901,40",548.0,larga,"890.908,78",Sí,bajo,alto
Compatible 6thgeneration portal,2023-07-06,2024-07-11,"40.419,75","0,30",webinar,B2B,organic,"0,76","478.886,94",371.0,media,"438.467,19",Sí,medio,medio
De-engineered foreground attitude,2023-02-06,2024-04-02,"75.267,40","0,16",social media,B2B,referral,"0,49","845.286,27",421.0,media,"770.018,87",Sí,alto,alto
Public-key directional orchestration,2023-02-26,2024-04-14,"52.485,67","0,18",email,B2C,paid,"0,65","593.541,40",413.0,media,"541.055,73",Sí,medio,medio
Optimized content-based matrix,2023-01-17,2024-01-22,"33.107,40","0,79",social media,B2C,paid,"0,10","796.971,65",370.0,media,"763.864,25",Sí,bajo,alto
De-engineered bandwidth-monitored solution,2023-03-05,2023-12-23,"53.505,82","0,75",email,B2B,paid,"0,62","833.607,67",293.0,media,"780.101,85",Sí,medio,alto
Horizontal asymmetric contingency,2022-09-16,2024-05-08,"99.714,19","0,23",email,B2C,referral,"0,70","7.622,28",600.0,larga,"-92.091,91",No,alto,bajo
Grass-roots non-volatile hub,2022-11-28,2024-05-11,"91.458,81","0,86",podcast,B2B,promotion,"0,84","679.885,89",530.0,larga,"588.427,08",Sí,alto,medio
Reverse-engineered attitude-oriented task-force,2023-03-12,2024-07-28,"82.832,93","0,73",social media,B2B,organic,"0,99","974.376,54",504.0,larga,"891.543,61",Sí,alto,alto
Synergized mission-critical conglomeration,2023-07-22,2024-03-23,"84.628,79","0,38",webinar,B2B,organic,"0,18","27.207,72",245.0,corta,"-57.421,07",No,alto,bajo
Configurable transitional data-warehouse,2023-05-08,2024-03-22,"64.944,48","0,40",email,B2B,referral,"0,98","881.173,83",319.0,media,"816.229,35",Sí,alto,alto
Ergonomic global project,2023-05-12,2024-06-04,"78.379,56","0,85",webinar,B2B,promotion,"0,29","152.577,96",389.0,media,"74.198,40",Sí,alto,bajo
Sharable 24/7 Graphic Interface,2023-05-09,2024-05-13,"24.433,75","0,41",social media,B2B,referral,"0,23","184.897,69",370.0,media,"160.463,94",Sí,bajo,bajo
Progressive directional secured line,2022-12-27,2024-01-18,"74.898,20","0,21",webinar,B2B,referral,"0,79","462.470,31",387.0,media,"387.572,11",Sí,alto,medio
Compatible tertiary alliance,2022-08-09,2024-07-02,"3.934,75","0,20",webinar,B2B,promotion,"0,25","89.250,13",693.0,larga,"85.315,38",Sí,bajo,bajo
Face-to-face 6thgeneration methodology,2023-06-22,2024-06-02,"64.308,70","0,79",webinar,B2B,referral,"0,85","834.244,46",346.0,media,"769.935,76",Sí,alto,alto
Customer-focused asymmetric workforce,2023-05-24,2024-01-23,"76.873,70","0,26",social media,B2C,paid,"0,16","975.307,60",244.0,corta,"898.433,90",Sí,alto,alto
Profound reciprocal forecast,2022-11-20,2024-05-16,"76.690,90","0,81",social media,B2C,paid,"0,71","733.753,88",543.0,larga,"657.062,98",Sí,alto,alto
De-engineered high-level functionalities,2023-03-20,2023-12-16,"53.478,93","0,23",podcast,B2C,referral,"0,45","985.115,73",271.0,corta,"931.636,80",Sí,medio,alto
Reverse-engineered upward-trending core,2023-07-07,2023-09-23,"41.516,78","0,41",social media,B2B,organic,"0,23","272.303,25",78.0,corta,"230.786,47",Sí,medio,bajo
Future-proofed zero administration attitude,2022-11-16,2024-06-22,"69.169,40","0,40",webinar,B2C,organic,"0,11","218.950,95",584.0,larga,"149.781,55",Sí,alto,bajo
Mandatory intermediate neural-net,2022-12-22,2024-06-20,"95.593,18","0,26",social media,B2B,organic,"0,76","904.158,64",546.0,larga,"808.565,46",Sí,alto,alto
Team-oriented discrete benchmark,2023-03-16,2023-08-05,"2.970,45","0,71",webinar,B2C,promotion,"0,19","712.043,20",142.0,corta,"709.072,75",Sí,bajo,alto
Cloned scalable frame,2022-12-30,2023-08-18,"4.839,55","0,67",webinar,B2B,promotion,"0,00","250.403,29",231.0,corta,"245.563,74",Sí,bajo,bajo
Profit-focused 5thgeneration standardization,2023-01-03,2024-06-06,"70.530,30","0,52",email,B2C,promotion,"0,81","770.120,35",520.0,larga,"699.590,05",Sí,alto,alto
Distributed asymmetric frame,2023-04-15,2024-03-28,"78.889,49","0,74",podcast,B2C,paid,"0,12","845.440,90",348.0,media,"766.551,41",Sí,alto,alto
Vision-oriented 4thgeneration groupware,2023-03-03,2024-02-28,"76.029,54","0,30",podcast,B2B,organic,"0,26","267.482,00",362.0,media,"191.452,46",Sí,alto,bajo
Persistent methodical Graphical User Interface,2022-09-11,2024-05-11,"37.369,74","0,85",webinar,B2C,organic,"0,24","669.953,74",608.0,larga,"632.584,00",Sí,medio,alto
Integrated didactic circuit,2022-09-15,2024-05-02,"43.026,77","0,46",podcast,B2C,referral,"0,92","248.301,18",595.0,larga,"205.274,41",Sí,medio,bajo
Expanded system-worthy collaboration,2022-12-16,2024-02-01,"86.687,38","0,32",email,B2B,referral,"0,46","294.566,58",412.0,media,"207.879,20",Sí,alto,bajo
Grass-roots client-server middleware,2023-01-04,2023-11-10,"41.458,15","0,97",email,B2B,paid,"0,21","924.885,11",310.0,media,"883.426,96",Sí,medio,alto
Universal systemic utilization,2023-05-22,2023-10-16,"78.294,27","0,33",webinar,B2B,paid,"0,57","643.279,88",147.0,corta,"564.985,61",Sí,alto,medio
Expanded system-worthy flexibility,2022-10-22,2024-06-22,"61.204,36","0,40",social media,B2B,promotion,"0,80","235.658,56",609.0,larga,"174.454,20",Sí,alto,bajo
Customizable homogeneous policy,2023-03-29,2024-03-27,"75.087,14","0,29",social media,B2C,referral,"0,20","464.001,70",364.0,media,"388.914,56",Sí,alto,medio
Visionary local paradigm,2023-02-13,2023-09-06,"87.595,32","0,36",podcast,B2C,paid,"0,80","194.771,92",205.0,corta,"107.176,60",Sí,alto,bajo
Persevering 24/7 complexity,2023-01-22,2023-11-21,"31.000,36","0,40",email,B2C,promotion,"0,28","387.283,38",303.0,media,"356.283,02",Sí,bajo,medio
Visionary multimedia synergy,2023-01-19,2024-01-14,"25.100,93","0,77",webinar,B2B,paid,"0,17","267.820,25",360.0,media,"242.719,32",Sí,bajo,bajo
Automated radical access,2023-02-25,2023-10-05,"40.413,87","0,23",webinar,B2B,organic,"0,40","95.705,91",222.0,corta,"55.292,04",Sí,medio,bajo
Inverse transitional artificial intelligence,2023-06-02,2023-11-26,"2.667,65","0,29",podcast,B2B,referral,"0,10","861.573,13",177.0,corta,"858.905,48",Sí,bajo,alto
Down-sized modular conglomeration,2023-01-16,2023-08-13,"15.210,70","0,16",podcast,B2C,paid,"0,79","374.169,78",209.0,corta,"358.959,08",Sí,bajo,medio
Robust next generation protocol,2022-10-21,2024-03-12,"55.331,10","0,14",webinar,B2C,paid,"0,22","353.720,66",508.0,larga,"298.389,56",Sí,medio,bajo
Innovative exuding toolset,2023-01-24,2023-12-28,"86.461,82","0,20",social media,B2C,organic,"0,52","819.254,95",338.0,media,"732.793,13",Sí,alto,alto
Streamlined holistic toolset,2023-02-23,2024-03-15,"82.520,55","0,64",webinar,B2B,paid,"0,43","822.593,79",386.0,media,"740.073,24",Sí,alto,alto
Managed global capacity,2023-05-13,2024-03-05,"14.593,14","0,87",social media,B2C,paid,"0,28","771.828,11",297.0,media,"757.234,97",Sí,bajo,alto
Phased systematic interface,2023-02-05,2024-05-18,"3.083,50","0,42",social media,B2C,paid,"0,13","494.155,17",468.0,larga,"491.071,67",Sí,bajo,medio
Persistent methodical info-mediaries,2022-08-09,2023-10-12,"67.207,89","0,41",email,B2C,promotion,"0,74","670.908,37",429.0,media,"603.700,48",Sí,alto,alto
Up-sized maximized capability,2023-05-11,2024-05-06,"57.934,37","0,93",social media,B2B,promotion,"0,28","805.755,38",361.0,media,"747.821,01",Sí,medio,alto
Distributed scalable moratorium,2022-08-07,2024-06-25,"21.399,83","0,87",social media,B2B,promotion,"0,89","204.659,89",688.0,larga,"183.260,06",Sí,bajo,bajo
Inverse stable process improvement,2023-06-25,2024-04-22,"43.101,14","0,78",webinar,B2C,paid,"0,81","470.664,64",302.0,media,"427.563,50",Sí,medio,medio
Multi-tiered high-level protocol,2022-12-28,2023-10-19,"44.514,72","0,89",podcast,B2C,paid,"0,97","402.165,58",295.0,media,"357.650,86",Sí,medio,medio
Synergized 6thgeneration interface,2023-04-22,2024-06-14,"23.901,39","0,90",email,B2C,referral,"0,25","918.190,34",419.0,media,"894.288,95",Sí,bajo,alto
Seamless attitude-oriented architecture,2022-09-07,2023-11-20,"67.575,94","0,10",email,B2B,organic,"0,51","990.939,91",439.0,media,"923.363,97",Sí,alto,alto
Centralized zero tolerance infrastructure,2023-03-11,2023-11-06,"86.627,20","0,13",webinar,B2B,promotion,"0,21","446.384,91",240.0,corta,"359.757,71",Sí,alto,medio
Focused motivating strategy,2023-07-31,2023-11-01,"44.640,33","0,79",social media,B2C,organic,"0,69","935.541,35",93.0,corta,"890.901,02",Sí,medio,alto
Function-based leadingedge budgetary management,2022-12-16,2023-08-23,"64.755,70","0,63",webinar,B2B,referral,"0,20","996.493,10",250.0,corta,"931.737,40",Sí,alto,alto
Right-sized next generation solution,2022-09-27,2024-03-26,"95.256,19","0,54",podcast,B2C,referral,"0,65","84.562,94",546.0,larga,"-10.693,25",No,alto,bajo
Assimilated local framework,2023-01-07,2024-06-05,"82.461,13","0,55",social media,B2B,organic,"0,80","285.843,42",515.0,larga,"203.382,29",Sí,alto,bajo
Enterprise-wide bottom-line superstructure,2023-04-24,2023-10-10,"1.407,21","0,72",webinar,B2B,promotion,"0,57","112.057,31",169.0,corta,"110.650,10",Sí,bajo,bajo
Triple-buffered bi-directional extranet,2023-07-05,2023-11-02,"26.990,81","0,81",email,B2C,referral,"0,75","228.421,55",120.0,corta,"201.430,74",Sí,bajo,bajo
Down-sized systemic open architecture,2022-11-14,2024-02-25,"43.113,83","0,35",webinar,B2B,organic,"0,33","317.940,22",468.0,larga,"274.826,39",Sí,medio,bajo
Optional composite secured line,2023-06-05,2024-02-13,"99.250,38","0,78",webinar,B2B,referral,"0,37","149.879,61",253.0,corta,"50.629,23",Sí,alto,bajo
Self-enabling non-volatile core,2023-07-28,2024-03-16,"3.884,46","0,44",podcast,B2B,organic,"0,86","637.965,20",232.0,corta,"634.080,74",Sí,bajo,alto
Multi-tiered context-sensitive hub,2023-06-20,2024-05-24,"1.380,68","0,46",podcast,B2C,promotion,"0,84","159.621,36",339.0,media,"158.240,68",Sí,bajo,bajo
Optimized 4thgeneration hub,2023-04-02,2024-06-28,"36.530,30","0,16",podcast,B2C,referral,"0,13","467.146,31",453.0,media,"430.616,01",Sí,medio,medio
Re-engineered methodical methodology,2023-06-02,2024-07-05,"86.154,71","0,96",social media,B2B,paid,"0,80","967.152,20",399.0,media,"880.997,49",Sí,alto,alto
Sharable cohesive focus group,2022-08-27,2023-11-03,"88.536,97","0,39",email,B2B,paid,"0,92","229.463,61",433.0,media,"140.926,64",Sí,alto,bajo
Mandatory multi-tasking hardware,2022-09-08,2023-12-27,"35.256,99","0,20",email,B2B,organic,"0,70","590.224,33",475.0,larga,"554.967,34",Sí,bajo,medio
User-friendly radical conglomeration,2022-11-02,2024-07-17,"61.599,99","0,86",webinar,B2C,organic,"0,93","395.935,50",623.0,larga,"334.335,51",Sí,alto,bajo
Ameliorated attitude-oriented flexibility,2022-10-11,2024-06-15,"75.404,87","0,50",email,B2C,referral,"0,55","132.316,32",613.0,larga,"56.911,45",Sí,alto,bajo
Visionary methodical workforce,2023-01-27,2024-03-25,"36.063,47","0,28",podcast,B2C,promotion,"0,67","731.497,44",423.0,media,"695.433,97",Sí,medio,alto
Future-proofed 4thgeneration core,2022-11-07,2024-04-07,"17.378,68","0,99",podcast,B2B,referral,"0,88","746.880,80",517.0,larga,"729.502,12",Sí,bajo,alto
Networked system-worthy solution,2023-04-28,2024-02-22,"70.575,10","0,55",social media,B2B,paid,"0,62","169.122,94",300.0,media,"98.547,84",Sí,alto,bajo
Cross-group zero administration model,2023-01-23,2023-10-09,"75.677,68","0,97",social media,B2B,paid,"0,16","601.591,49",259.0,corta,"525.913,81",Sí,alto,medio
Organized static alliance,2023-01-23,2023-10-04,"20.309,30","0,35",webinar,B2B,promotion,"0,84","854.903,83",254.0,corta,"834.594,53",Sí,bajo,alto
Face-to-face scalable definition,2023-06-13,2024-04-26,"76.484,11","0,88",podcast,B2B,paid,"0,41","24.367,21",318.0,media,"-52.116,90",No,alto,bajo
Programmable tertiary installation,2022-11-22,2024-04-17,"20.983,45","0,22",webinar,B2C,promotion,"0,94","714.628,56",512.0,larga,"693.645,11",Sí,bajo,alto
Reverse-engineered multi-state standardization,2022-09-05,2023-10-10,"23.498,46","0,12",podcast,B2C,organic,"0,32","659.782,20",400.0,media,"636.283,74",Sí,bajo,alto
Versatile systemic matrices,2023-03-18,2023-11-03,"40.761,62","0,75",email,B2B,referral,"0,74","549.518,67",230.0,corta,"508.757,05",Sí,medio,medio
Polarized client-driven moratorium,2023-01-25,2023-08-16,"50.624,24","0,13",webinar,B2C,referral,"0,58","14.079,60",203.0,corta,"-36.544,64",No,medio,bajo
Implemented neutral algorithm,2023-05-31,2024-05-04,"29.528,87","0,19",podcast,B2C,promotion,"0,78","550.470,56",339.0,media,"520.941,69",Sí,bajo,medio
Enterprise-wide impactful installation,2023-07-26,2024-02-23,"71.620,59","0,23",email,B2C,referral,"0,38","872.243,42",212.0,corta,"800.622,83",Sí,alto,alto
Managed regional process improvement,2023-06-14,2023-09-19,"65.007,53","0,70",email,B2B,promotion,"0,99","429.137,69",97.0,corta,"364.130,16",Sí,alto,medio
Vision-oriented incremental website,2023-02-28,2024-04-26,"88.865,19","0,67",email,B2B,referral,"0,40","379.377,93",423.0,media,"290.512,74",Sí,alto,bajo
Compatible global Graphical User Interface,2023-07-05,2024-05-05,"29.838,85","0,79",webinar,B2C,paid,"0,40","723.242,82",305.0,media,"693.403,97",Sí,bajo,alto
Up-sized web-enabled flexibility,2022-09-24,2024-06-08,"82.727,29","0,91",podcast,B2B,organic,"0,21","804.001,71",623.0,larga,"721.274,42",Sí,alto,alto
User-centric intermediate website,2023-03-04,2023-11-09,"40.776,29","0,64",email,B2C,promotion,"0,20","833.389,82",250.0,corta,"792.613,53",Sí,medio,alto
Multi-tiered asynchronous model,2022-08-26,2024-01-03,"28.192,89","0,33",social media,B2C,organic,"0,10","892.332,18",495.0,larga,"864.139,29",Sí,bajo,alto
Function-based homogeneous productivity,2022-10-28,2024-05-04,"11.711,34","0,26",social media,B2B,organic,"0,26","975.549,34",554.0,larga,"963.838,00",Sí,bajo,alto
Persevering tertiary solution,2022-12-24,2023-12-07,"46.790,73","0,30",social media,B2C,promotion,"0,79","808.758,89",348.0,media,"761.968,16",Sí,medio,alto
Expanded 3rdgeneration synergy,2022-10-08,2024-07-09,"43.946,75","0,14",email,B2B,paid,"0,00","739.069,46",640.0,larga,"695.122,71",Sí,medio,alto
Stand-alone web-enabled array,2022-09-10,2023-11-24,"49.546,42","0,62",social media,B2C,organic,"0,26","837.766,38",440.0,media,"788.219,96",Sí,medio,alto
Reverse-engineered stable approach,2022-08-14,2024-01-05,"9.472,45","0,50",podcast,B2B,paid,"0,77","695.134,90",509.0,larga,"685.662,45",Sí,bajo,alto
Streamlined homogeneous emulation,2022-08-22,2023-11-17,"41.792,48","0,83",podcast,B2C,promotion,"0,28","760.400,54",452.0,media,"718.608,06",Sí,medio,alto
Face-to-face multi-tasking flexibility,2023-06-07,2023-10-23,"92.997,45","0,94",podcast,B2B,referral,"0,51","779.020,93",138.0,corta,"686.023,48",Sí,alto,alto
Cross-group bandwidth-monitored algorithm,2023-04-18,2024-02-06,"92.913,24","0,16",podcast,B2C,paid,"0,63","332.706,37",294.0,media,"239.793,13",Sí,alto,bajo
Cross-platform empowering protocol,2022-10-13,2024-02-05,"15.036,97","0,72",social media,B2B,referral,"0,66","408.446,72",480.0,larga,"393.409,75",Sí,bajo,medio
Robust maximized Graphic Interface,2022-09-17,2024-07-31,"95.291,59","0,30",social media,B2B,organic,"0,27","804.844,50",683.0,larga,"709.552,91",Sí,alto,alto
Reduced solution-oriented Local Area Network,2022-10-18,2024-02-07,"29.617,85","0,94",podcast,B2B,paid,"0,70","502.557,55",477.0,larga,"472.939,70",Sí,bajo,medio
Grass-roots multimedia hub,2022-08-07,2024-03-11,"8.752,77","0,21",email,B2C,paid,"0,20","877.263,89",582.0,larga,"868.511,12",Sí,bajo,alto
Inverse dedicated process improvement,2023-01-14,2023-12-20,"41.771,20","0,86",webinar,B2C,organic,"0,70","888.385,22",340.0,media,"846.614,02",Sí,medio,alto
Networked impactful complexity,2022-11-13,2023-12-17,"53.289,50","0,63",webinar,B2C,referral,"0,10","843.984,33",399.0,media,"790.694,83",Sí,medio,alto
Re-contextualized 3rdgeneration moderator,2023-01-15,2024-07-07,"85.490,69","0,33",podcast,B2C,referral,"0,59","180.847,30",539.0,larga,"95.356,61",Sí,alto,bajo
Operative heuristic middleware,2023-05-27,2023-08-28,"95.518,80","0,31",webinar,B2C,referral,"0,46","396.609,72",93.0,corta,"301.090,92",Sí,alto,bajo
Seamless didactic algorithm,2022-09-06,2024-04-07,"20.179,61","0,31",webinar,B2B,promotion,"0,46","327.538,80",579.0,larga,"307.359,19",Sí,bajo,bajo
Multi-layered neutral productivity,2023-04-14,2024-03-17,"15.550,45","0,70",webinar,B2C,paid,"0,23","860.685,98",338.0,media,"845.135,53",Sí,bajo,alto
Enhanced systematic conglomeration,2023-06-06,2024-06-03,"26.004,11","0,82",email,B2B,organic,"0,88","418.291,72",363.0,media,"392.287,61",Sí,bajo,medio
Customizable mission-critical projection,2022-09-05,2023-11-05,"66.562,10","0,60",email,B2B,promotion,"0,60","762.382,20",426.0,media,"695.820,10",Sí,alto,alto
Future-proofed dynamic Internet solution,2022-10-08,2023-10-20,"8.494,12","0,80",podcast,B2C,paid,"0,93","208.871,22",377.0,media,"200.377,10",Sí,bajo,bajo
Realigned homogeneous support,2022-10-13,2024-03-03,"24.132,55","0,99",social media,B2C,paid,"0,65","33.543,21",507.0,larga,"9.410,66",Sí,bajo,bajo
Enterprise-wide non-volatile projection,2023-03-05,2024-04-18,"99.324,90","0,63",email,B2B,organic,"0,85","513.550,65",410.0,media,"414.225,75",Sí,alto,medio
Up-sized next generation portal,2022-11-14,2024-06-23,"5.702,93","0,34",social media,B2C,organic,"0,88","951.820,67",587.0,larga,"946.117,74",Sí,bajo,alto
Stand-alone modular Internet solution,2023-05-05,2023-08-17,"11.068,74","0,13",podcast,B2C,promotion,"0,86","747.080,90",104.0,corta,"736.012,16",Sí,bajo,alto
Stand-alone composite matrix,2022-11-10,2023-12-19,"47.307,68","0,78",podcast,B2B,referral,"0,85","777.464,60",404.0,media,"730.156,92",Sí,medio,alto
Robust national process improvement,2023-07-07,2023-10-09,"5.211,43","0,20",social media,B2C,organic,"0,89","439.449,66",94.0,corta,"434.238,23",Sí,bajo,medio
Intuitive analyzing contingency,2022-11-02,2023-10-29,"66.488,96","0,19",webinar,B2C,promotion,"0,53","488.511,76",361.0,media,"422.022,80",Sí,alto,medio
Networked systemic toolset,2023-02-06,2023-09-12,"41.529,52","0,54",podcast,B2C,paid,"0,79","926.873,57",218.0,corta,"885.344,05",Sí,medio,alto
Compatible content-based architecture,2023-02-05,2024-05-27,"59.471,38","0,60",email,B2B,paid,"0,16","247.589,89",477.0,larga,"188.118,51",Sí,alto,bajo
Universal uniform service-desk,2023-07-10,2024-05-16,"37.054,16","0,39",email,B2B,referral,"0,60","5.971,96",311.0,media,"-31.082,20",No,medio,bajo
Programmable non-volatile encoding,2023-02-22,2023-08-21,"46.184,90","0,27",podcast,B2C,referral,"0,20","870.419,56",180.0,corta,"824.234,66",Sí,medio,alto
Public-key logistical knowledgebase,2022-09-13,2024-07-25,"35.711,19","0,93",webinar,B2C,promotion,"0,39","669.747,70",681.0,larga,"634.036,51",Sí,medio,alto
Profit-focused next generation installation,2023-03-12,2024-07-30,"16.505,53","0,21",podcast,B2C,paid,"0,29","401.190,17",506.0,larga,"384.684,64",Sí,bajo,medio
Right-sized transitional standardization,2023-02-06,2024-01-06,"9.929,80","0,97",email,B2C,promotion,"0,65","970.132,50",334.0,media,"960.202,70",Sí,bajo,alto
Quality-focused local methodology,2022-09-21,2023-12-27,"11.092,23","0,54",social media,B2C,paid,"0,83","104.296,76",462.0,larga,"93.204,53",Sí,bajo,bajo
Intuitive mobile focus group,2023-06-04,2024-02-12,"56.406,79","0,62",podcast,B2C,referral,"0,70","149.846,93",253.0,corta,"93.440,14",Sí,medio,bajo
